policy_id,sub_sector,region,policy_year,premium_usd,had_claim,n_claims,total_loss,bi_loss,log_revenue,cyber_control_score,vendor_control_pressure,prior_incident_score,limit_mm,retention_mm,predicted_claim_probability,expected_claim_frequency,expected_claim_severity,pure_premium,technical_premium_template,premium_gap,indicated_to_current_ratio,actual_loss_ratio,simulated_VaR_95,simulated_VaR_99,risk_adjusted_technical_premium
POL-2020099,Community Bank,Northeast,2022,145822,0,0.0,0.0,0.0,4.279440045898781,0.45050000000000007,13.414634146341465,0.6931471805599453,15,0.53,0.22235,0.2222,135117.41,30022.64,66716.97,-79105.03,0.45752,0.0,209671.8257969704,393648.43749622523,86399.39187481126
POL-2020100,Fintech-Lending,National,2022,1090969,0,0.0,0.0,0.0,5.6580875153940715,0.5710000000000001,13.478260869565215,0.0,25,1.103,0.38642,0.38616,409102.04,157978.27,351062.83,-739906.17,0.32179,0.0,913946.8670195183,1637514.8886193603,432938.57443096803
POL-2020101,Insurance Carrier,Southwest,2021,28738416,0,0.0,0.0,0.0,9.037842405330865,0.718,4.7368421052631575,0.0,50,2.499,0.10446,0.10439,1450503.27,151421.39,336491.98,-28401924.02,0.01171,0.0,945318.9035743122,3023243.166245687,487654.13831228437
POL-2020102,Regional Bank,Southeast,2022,865166,0,0.0,0.0,0.0,6.664153885765531,0.53425,5.714285714285714,0.6931471805599453,5,0.207,0.20205,0.20191,1762205.54,355814.96,790699.91,-74466.09,0.91393,0.0,2946702.6955744005,5000000.0,1040699.91
POL-2020103,Asset Manager,Midwest,2022,1221714,0,0.0,0.0,0.0,5.812935788552724,0.80425,42.41379310344828,0.0,50,1.09,0.15831,0.1582,4598459.84,727478.5,1616618.9,394904.9,1.32324,0.0,6307078.551454901,13548089.441191938,2294023.3720595967
POL-2020104,Regional Bank,West,2021,1239468,0,0.0,0.0,0.0,6.439190613930656,0.7885000000000001,2.5806451612903225,0.6931471805599453,15,0.467,0.18257,0.18245,910562.97,166130.59,369179.09,-870288.91,0.29785,0.0,1342023.1351280098,2891760.2321957625,513767.10160978814
POL-2020105,Asset Manager,National,2023,2208518,0,0.0,0.0,0.0,7.032359442206668,0.8777499999999999,4.0540540540540535,0.6931471805599453,15,0.143,0.10861,0.10853,3535190.31,383686.22,852636.04,-1355881.96,0.38607,0.0,1830255.0564392684,7443843.848610579,1224828.232430529
POL-2020106,Regional Bank,National,2024,218049,0,0.0,0.0,0.0,5.8630628323034575,0.6177499999999999,41.42857142857143,0.0,2,0.026,0.24994,0.24977,1778887.68,444319.75,987377.22,769328.22,4.52824,0.0,2000000.0,3542407.1967725945,1164497.5798386298
POL-2020107,Investment Bank,West,2021,204483838,1,2.0,1044080.0,476398.0,9.426918417448228,0.58325,16.818181818181817,0.6931471805599453,250,8.018,0.25675,0.25658,2438912.44,625766.22,1390591.6,-203093246.4,0.0068,0.00511,4182527.042841453,7249220.895361973,1753052.6447680988
POL-2020108,Insurance Carrier,Southwest,2024,3526639,0,0.0,0.0,0.0,7.643770359769258,0.6737500000000001,29.666666666666668,0.0,15,0.526,0.15418,0.15407,1218490.82,187738.74,417197.21,-3109441.79,0.1183,0.0,1628327.2420010536,3010724.578103476,567733.4389051738
POL-2020109,Credit Union,Southwest,2022,81289,1,1.0,19594.0,0.0,4.541164856012179,0.5615,11.153846153846153,0.0,5,0.162,0.25939,0.25921,70928.2,18385.15,40855.89,-40433.11,0.5026,0.24104,117021.78280897005,201959.81436851798,50953.8807184259
POL-2020110,Insurance Carrier,Northeast,2024,30360505,0,0.0,0.0,0.0,8.645058562414134,0.79675,19.25925925925926,0.0,100,4.961,0.12401,0.12393,1049025.75,130001.73,288892.74,-30071612.26,0.00952,0.0,829162.8216781408,2412175.57101859,409501.5185509295
POL-2020111,Broker-Dealer,Southeast,2020,496184,0,0.0,0.0,0.0,6.107913359751229,0.755,19.545454545454543,0.6931471805599453,5,0.205,0.09271,0.09265,1439108.17,133329.42,296287.6,-199896.4,0.59713,0.0,1030018.4902066484,2395461.661184741,416060.683059237
POL-2020112,Hedge Fund,Southeast,2021,557834,1,1.0,44331.0,26159.0,6.761109698640652,0.6074999999999999,5.6,0.0,2,0.052,0.18087,0.18074,507705.98,91763.69,203919.31,-353914.69,0.36556,0.07947,672930.6748624623,1303878.4909579987,269113.2345478999
POL-2020113,Regional Bank,West,2020,1122910,1,1.0,266234.0,164905.0,7.1052117233603616,0.787,9.45945945945946,0.6931471805599453,5,0.234,0.25462,0.25445,1253055.11,318838.22,708529.39,-414380.61,0.63098,0.23709,2061585.671743396,3553238.876037162,886191.3338018581
POL-2020114,Insurance Carrier,Midwest,2024,1390561,0,0.0,0.0,0.0,8.36152135521704,0.8335,4.3589743589743595,0.0,1,0.037,0.14895,0.14884,3373428.66,502113.12,1115806.93,-274754.07,0.80241,0.0,1000000.0,2000000.0,1215806.93
POL-2020115,Community Bank,Southwest,2024,774125,0,0.0,0.0,0.0,5.64685932725658,0.8325,9.210526315789473,0.0,25,0.705,0.10727,0.10719,641033.41,68714.82,152699.6,-621425.4,0.19725,0.0,507805.7192708023,1315188.65076792,218459.03253839602
POL-2020116,Investment Bank,Midwest,2020,14384873,1,1.0,2008535.0,584576.0,7.895994510168876,0.7205,26.0,0.0,50,1.814,0.1623,0.16219,1704234.89,276403.79,614230.64,-13770642.36,0.0427,0.13963,2122493.5435807495,4244232.018996101,826442.2409498051
POL-2020117,Broker-Dealer,West,2024,180604,1,1.0,253276.0,0.0,5.052416828111211,0.6512500000000001,12.592592592592592,0.0,5,0.058,0.18816,0.18803,1488590.85,279901.9,622004.21,441400.21,3.44402,1.40238,1764645.73003215,3828577.3820461803,813433.079102309
POL-2020118,Fintech-Lending,Southeast,2024,214441,0,0.0,0.0,0.0,5.5310151306670585,0.805,9.310344827586206,0.0,2,0.029,0.17588,0.17576,2688782.06,472584.69,1050188.2,835747.2,4.89733,0.0,2000000.0,2845405.590136167,1192458.4795068083
POL-2020119,Investment Bank,National,2020,56456221,0,0.0,0.0,0.0,8.789979876351318,0.9567500000000001,9.019607843137255,0.0,100,0.78,0.12326,0.12317,3953773.16,486993.02,1082206.71,-55374014.29,0.01917,0.0,3656489.679950048,8203771.106809545,1492395.2653404772
POL-2020120,Investment Bank,Midwest,2022,41490853,0,0.0,0.0,0.0,8.531451063162937,0.45499999999999996,16.451612903225804,0.0,100,1.376,0.20927,0.20913,2524856.01,528023.7,1173386.0,-40317467.0,0.02828,0.0,3878626.9238995006,7718938.702757663,1559332.9351378833
POL-2020121,Credit Union,West,2024,59773,0,0.0,0.0,0.0,4.784988612563928,0.9947500000000001,6.274509803921569,0.0,2,0.025,0.1075,0.10742,206980.67,22234.79,49410.65,-10362.35,0.82664,0.0,144921.44560841858,516399.42392955715,75230.62119647786
POL-2020122,Regional Bank,Southwest,2024,890273,0,0.0,0.0,0.0,5.736894826106403,0.43699999999999994,3.142857142857143,0.6931471805599453,25,0.49,0.22982,0.22966,1292692.56,296882.79,659739.53,-230533.47,0.74105,0.0,2036576.745035778,3508886.9698319905,835183.8784915996
POL-2020123,Broker-Dealer,Midwest,2024,4031944,0,0.0,0.0,0.0,6.199900469549918,0.627,8.333333333333334,0.0,100,1.646,0.19982,0.19969,5643285.88,1126894.52,2504210.03,-1527733.97,0.62109,0.0,8261194.979108829,15831275.479885502,3295773.8039942747
POL-2020124,Community Bank,National,2021,77969,0,0.0,0.0,0.0,4.382026634673881,0.83825,7.714285714285714,0.0,5,0.059,0.1464,0.1463,1070471.19,156607.16,348015.9,270046.9,4.46352,0.0,1068398.1523354277,2443949.402301259,470213.370115063
POL-2020125,National Bank,West,2023,71602392,0,0.0,0.0,0.0,9.095322260391915,0.6632500000000001,5.897435897435898,0.0,100,2.074,0.13592,0.13583,3229436.64,438647.1,974771.33,-70627620.67,0.01361,0.0,2681944.693448528,7398080.697100713,1344675.3648550357
POL-2020126,Regional Bank,West,2020,2163634,0,0.0,0.0,0.0,7.048125731829413,0.7745,8.03921568627451,1.0986122886681098,15,0.497,0.21148,0.21134,1296764.51,274054.1,609009.12,-1554624.88,0.28148,0.0,1831726.7295065932,3540148.4076097347,786016.5403804868
POL-2020127,Regional Bank,West,2023,1392170,0,0.0,0.0,0.0,6.4853983032037545,0.6947500000000001,10.666666666666666,0.0,15,0.468,0.25268,0.2525,1711481.91,432154.3,960342.88,-431827.12,0.68982,0.0,2620945.4507734072,4527682.356305132,1186726.9978152565
POL-2020128,Hedge Fund,Midwest,2020,2313042,0,0.0,0.0,0.0,5.627261336748458,0.8430000000000001,11.666666666666666,0.0,100,4.491,0.17669,0.17657,971949.31,171612.41,381360.92,-1931681.08,0.16487,0.0,1321856.2933342468,2706013.6005390887,516661.60002695443
POL-2020129,Investment Bank,National,2021,66375065,1,1.0,237400.0,0.0,8.90308124678437,0.6020000000000001,15.555555555555555,0.0,100,3.994,0.21975,0.2196,2625471.91,576565.58,1281256.83,-65093808.17,0.0193,0.00358,4047611.0749679706,6987237.302258632,1630618.6951129318
POL-2020130,Fintech-Lending,Southwest,2024,642364,0,0.0,0.0,0.0,6.1023348559394055,0.8137500000000001,1.9444444444444444,0.6931471805599453,5,0.19,0.12181,0.12173,1444660.07,175859.59,390799.08,-251564.92,0.60838,0.0,1321088.6694764118,4222520.23704941,601925.0918524705
POL-2020131,Community Bank,Northeast,2024,126820,1,1.0,76875.0,4912.0,4.215086179918229,0.685,14.0,0.0,15,0.242,0.17061,0.17049,516915.37,88131.02,195846.7,69026.7,1.54429,0.60617,487805.344632049,1125627.7392124687,252128.08696062345
POL-2020132,Asset Manager,Northeast,2023,725614,0,0.0,0.0,0.0,6.488900933754956,0.7125,13.2,0.0,5,0.201,0.19588,0.19575,1700892.18,332947.63,739883.63,14269.63,1.01967,0.0,2283422.1975745843,4281781.746379908,953972.7173189954
POL-2020133,Community Bank,Southeast,2022,371622,0,0.0,0.0,0.0,4.104294893075269,0.7295,3.157894736842105,0.6931471805599453,100,3.749,0.13067,0.13058,399292.5,52137.95,115862.1,-255759.9,0.31177,0.0,438696.8893045438,894147.4858547461,160569.47429273732
POL-2020134,Community Bank,West,2020,194629,1,1.0,5874.0,3171.0,5.113191882421348,0.5880000000000001,94.81481481481481,0.6931471805599453,10,0.339,0.2987,0.29849,545819.9,162922.29,362049.54,167420.54,1.8602,0.03018,1050685.0258895776,1973548.8531390217,460726.98265695106
POL-2020135,Hedge Fund,Northeast,2024,7872191,0,0.0,0.0,0.0,6.255174060168853,0.7917500000000001,5.9375,0.0,250,9.211,0.12884,0.12875,780323.47,100467.62,223261.38,-7648929.62,0.02836,0.0,859888.8705143938,1641724.1951935242,305347.58975967625
POL-2020136,Community Bank,Southwest,2020,26190,0,0.0,0.0,0.0,4.290459441148391,0.9692500000000001,10.4,0.0,1,0.025,0.13022,0.13013,554073.8,72100.31,160222.91,134032.91,6.11771,0.0,557005.7401365103,1000000.0,210222.91
POL-2020137,Broker-Dealer,National,2020,2758100,0,0.0,0.0,0.0,7.487677768827454,0.56325,6.31578947368421,0.6931471805599453,10,0.062,0.17125,0.17113,2454770.38,420096.23,933547.17,-1824552.83,0.33847,0.0,3465807.920211343,6600417.05989282,1263568.0229946412
POL-2020138,Broker-Dealer,Midwest,2022,1017040,1,1.0,407904.0,0.0,6.447464328590194,0.8655,8.0,0.0,10,0.267,0.07953,0.07948,3014095.0,239561.93,532359.84,-484680.16,0.52344,0.40107,1133165.0516252227,5574768.902932455,811098.2851466227
POL-2020139,Community Bank,Midwest,2023,157071,0,0.0,0.0,0.0,4.597138014290827,0.6315,9.67741935483871,0.0,10,0.346,0.2321,0.23195,642793.71,149093.34,331318.54,174247.54,2.10936,0.0,1039747.9625752983,2231428.3217653176,442889.95608826587
POL-2020140,Broker-Dealer,National,2020,610864,0,0.0,0.0,0.0,6.380630882246644,0.6735,1.1764705882352942,0.6931471805599453,5,0.2,0.17051,0.17039,1430798.36,243796.58,541770.18,-69093.82,0.88689,0.0,1885876.7502824448,3486879.125349689,716114.1362674845
POL-2020141,Broker-Dealer,Midwest,2024,149417,0,0.0,0.0,0.0,5.627261336748458,0.65575,3.939393939393939,0.0,1,0.038,0.11605,0.11597,1230615.85,142709.8,317132.88,167715.88,2.12247,0.0,1000000.0,1000000.0,367132.88
POL-2020142,Regional Bank,National,2024,1107029,1,1.0,98761.0,15629.0,6.0112671744041615,0.6912499999999999,7.647058823529412,0.0,25,1.082,0.19168,0.19155,2577941.24,493811.8,1097359.55,-9669.45,0.99127,0.08921,4260668.518540318,7800077.599831183,1487363.4299915591
POL-2020143,Asset Manager,Southwest,2020,690935,1,1.0,2129273.0,1427414.0,7.059016072822721,0.77675,5.185185185185185,0.0,2,0.052,0.11742,0.11734,595682.95,69900.04,155333.43,-535601.57,0.22482,3.08173,584931.9058770961,1332199.6215272413,221943.41107636207
POL-2020144,Regional Bank,National,2020,1405136,1,1.0,2750618.0,588869.0,6.812235077124725,0.7817500000000001,4.6875,0.6931471805599453,10,0.391,0.20966,0.20951,4436009.29,929395.81,2065324.02,660188.02,1.46984,1.95755,6680210.394770043,10002602.677465227,2565454.1538732615
POL-2020145,Community Bank,Midwest,2024,50465,0,0.0,0.0,0.0,3.927896354584436,0.62975,6.4,0.6931471805599453,5,0.173,0.20118,0.20104,132986.86,26736.31,59414.02,8949.02,1.17733,0.0,186436.96499024137,394303.5792200611,79129.19896100304
POL-2020146,Insurance Carrier,Midwest,2023,68411950,0,0.0,0.0,0.0,8.70723487122533,0.59025,23.21428571428571,0.6931471805599453,250,3.027,0.20563,0.20549,5181653.82,1064781.53,2366181.19,-66045768.81,0.03459,0.0,6241503.949369374,12747401.721725533,3003551.2760862764
POL-2020147,Community Bank,Southeast,2023,44479,0,0.0,0.0,0.0,4.056988775678332,0.6875000000000001,5.652173913043478,0.6931471805599453,5,0.163,0.15947,0.15936,1010007.09,160958.52,357685.61,313206.61,8.04167,0.0,1296364.5455703821,2564866.8378856727,485928.95189428364
POL-2020148,Broker-Dealer,Southeast,2022,2438198,0,0.0,0.0,0.0,6.819251880390734,0.906,53.46938775510205,0.0,15,0.561,0.07546,0.07541,5917506.35,446252.0,991671.11,-1446526.89,0.40672,0.0,2104235.1001552707,10734272.952025497,1528384.7576012749
POL-2020149,Fintech-Lending,Northeast,2020,536162,0,0.0,0.0,0.0,5.571393286610456,0.7305,10.714285714285714,0.0,10,0.257,0.21272,0.21258,1111223.09,236219.14,524931.42,-11230.58,0.97905,0.0,1550200.6389110673,2858177.3270826275,667840.2863541314
POL-2020150,Community Bank,National,2020,21897,0,0.0,0.0,0.0,4.119037174812473,0.795,6.944444444444445,0.0,1,0.034,0.15749,0.15738,1646408.42,259113.36,575807.46,553910.46,26.29618,0.0,1000000.0,1099579.8003377179,630786.4500168859
POL-2020151,Community Bank,Southwest,2023,28478,0,0.0,0.0,0.0,3.8958936234982624,0.44175,23.75,0.0,2,0.026,0.22645,0.2263,384493.22,87009.06,193353.46,164875.46,6.78957,0.0,552102.3317310432,998213.3026608252,243264.12513304126
POL-2020152,Community Bank,Northeast,2021,126040,0,0.0,0.0,0.0,4.436751534363128,0.68775,15.833333333333334,0.0,10,0.442,0.17851,0.17839,303141.42,54076.94,120170.99,-5869.01,0.95344,0.0,410434.7991650059,896854.0769166593,165013.69384583295
POL-2020153,Community Bank,West,2024,42851,0,0.0,0.0,0.0,4.4520190064939165,0.8170000000000001,9.67741935483871,0.6931471805599453,2,0.059,0.19994,0.1998,409008.5,81721.22,181602.7,138751.7,4.238,0.0,615886.0204470487,1238174.4850227537,243511.4242511377
POL-2020154,Insurance Carrier,West,2022,5231194,0,0.0,0.0,0.0,8.31230695637286,0.63125,11.666666666666666,0.0,10,0.412,0.23745,0.23729,932154.6,221187.28,491527.28,-4739666.72,0.09396,0.0,1570044.9894590187,2946549.3200376863,638854.7460018843
POL-2020155,Asset Manager,Southwest,2022,3856393,0,0.0,0.0,0.0,7.8994502853041695,0.6147500000000001,25.925925925925924,0.0,10,0.319,0.20162,0.20148,2596599.81,523160.54,1162578.97,-2693814.03,0.30147,0.0,3735076.993379834,8317163.886182865,1578437.1643091433
POL-2020156,Community Bank,National,2020,17931,0,0.0,0.0,0.0,3.929862923556477,0.79375,14.11764705882353,0.0,1,0.042,0.14942,0.14932,400255.97,59766.93,132815.39,114884.39,7.40703,0.0,422038.7465942831,994810.4115026488,182555.91057513247
POL-2020157,Community Bank,National,2020,194222,1,1.0,144888.0,34900.0,5.239628370199357,0.74875,30.0,0.0,5,0.16,0.17545,0.17533,653085.37,114506.07,254457.92,60235.92,1.31014,0.74599,673319.4046656536,1321652.3858853965,320540.53929426987
POL-2020158,Regional Bank,Northeast,2023,366217,0,0.0,0.0,0.0,6.297477576244487,0.66425,10.96774193548387,0.0,2,0.069,0.25123,0.25106,629480.96,158037.46,351194.36,-15022.64,0.95898,0.0,1133980.8966943717,1880825.5972358938,445235.63986179465
POL-2020159,Hedge Fund,Northeast,2022,733120,0,0.0,0.0,0.0,5.627980761239919,0.55375,12.499999999999998,0.0,15,0.207,0.19233,0.1922,326096.72,62675.01,139277.81,-593842.19,0.18998,0.0,432268.67936785734,814129.361876626,179984.2780938313
POL-2020160,Investment Bank,Southwest,2023,87617571,0,0.0,0.0,0.0,8.834904829069698,0.7297500000000001,5.813953488372094,0.6931471805599453,250,5.716,0.12034,0.12026,1717296.58,206521.61,458936.92,-87158634.08,0.00524,0.0,1393464.6760129419,3064975.8101156508,612185.7105057825
POL-2020161,Community Bank,West,2020,17053,0,0.0,0.0,0.0,3.9435216724875173,0.84375,17.941176470588236,0.0,1,0.025,0.14072,0.14062,574105.4,80730.93,179402.07,162349.07,10.52026,0.0,703562.4951663811,1000000.0,229402.07
POL-2020162,Community Bank,Midwest,2023,178676,0,0.0,0.0,0.0,5.322033893165353,0.669,4.705882352941177,0.0,5,0.051,0.15702,0.15691,964496.69,151342.85,336317.44,157641.44,1.88228,0.0,1121316.7881167212,2457172.487494604,459176.0643747302
POL-2020163,Broker-Dealer,National,2023,9488861,0,0.0,0.0,0.0,6.663643421231731,0.7072499999999999,10.833333333333334,0.0,250,8.885,0.14237,0.14227,3139129.27,446606.66,992459.25,-8496401.75,0.10459,0.0,4241263.2815546235,8181705.948491821,1401544.5474245911
POL-2020164,Broker-Dealer,Northeast,2020,639334,0,0.0,0.0,0.0,5.877735781779639,0.7272500000000001,117.5,0.6931471805599453,10,0.055,0.1521,0.152,338812.73,51498.62,114441.38,-524892.62,0.179,0.0,407780.2973125738,821566.977748292,155519.72888741462
POL-2020165,National Bank,Midwest,2024,357632456,0,0.0,0.0,0.0,10.186110599671963,0.81525,19.72972972972973,0.6931471805599453,250,6.087,0.1065,0.10642,1677914.52,178568.04,396817.87,-357235638.13,0.00111,0.0,1513757.5249279917,3439646.826838822,568800.2113419411
POL-2020166,National Bank,West,2022,161402239,0,0.0,0.0,0.0,10.379613029972525,0.6785000000000001,4.838709677419355,0.0,50,1.085,0.143,0.1429,3049707.5,435799.6,968443.55,-160433795.45,0.006,0.0,3649298.216887782,7806184.216353112,1358752.7608176556
POL-2020167,Insurance Carrier,Northeast,2021,62856051,1,1.0,119244.0,3361.0,8.845374006147898,0.5567500000000001,30.769230769230766,0.0,250,5.082,0.17676,0.17664,724584.94,127991.31,284425.14,-62571625.86,0.00453,0.0019,909813.2070256239,2001947.8121297052,384522.53060648526
POL-2020168,Credit Union,Midwest,2023,146004,0,0.0,0.0,0.0,4.523960130562548,0.8045000000000001,7.096774193548387,0.0,15,0.726,0.14571,0.14561,546924.97,79639.05,176975.66,30971.66,1.21213,0.0,675041.4279220643,1447951.8330921854,249373.25165460928
POL-2020169,Community Bank,Midwest,2022,369218,0,0.0,0.0,0.0,5.313698468586339,0.70825,17.727272727272727,0.0,15,0.675,0.14654,0.14644,218964.13,32064.67,71254.83,-297963.17,0.19299,0.0,262146.22171943885,522798.3303994876,97394.74651997437
POL-2020170,Regional Bank,Southwest,2023,1037944,0,0.0,0.0,0.0,6.536836514626557,0.5249999999999999,26.666666666666668,0.0,10,0.425,0.22824,0.22809,1837979.77,419218.46,931596.58,-106347.42,0.89754,0.0,3000128.4648869266,4874796.978150396,1175336.4289075197
POL-2020171,Regional Bank,Southwest,2023,1517274,0,0.0,0.0,0.0,6.899319800161035,0.5894999999999999,4.482758620689656,0.0,10,0.332,0.22742,0.22727,1304924.89,296566.38,659036.39,-858237.61,0.43436,0.0,2038194.526172888,4065103.615118437,862291.5707559219
POL-2020172,Broker-Dealer,West,2023,1395522,0,0.0,0.0,0.0,6.499185355920494,0.6872499999999999,11.428571428571429,0.0,10,0.484,0.15126,0.15116,2658082.77,401787.35,892860.77,-502661.23,0.6398,0.0,3115487.752243932,7630667.179248746,1274394.1289624374
POL-2020173,Investment Bank,National,2020,3632653,0,0.0,0.0,0.0,8.402657377822958,0.48850000000000005,4.285714285714286,0.0,2,0.098,0.26424,0.26406,2212893.75,584334.61,1298521.36,-2334131.64,0.35746,0.0,2000000.0,3103934.339610411,1453718.0769805207
POL-2020174,Community Bank,Southeast,2020,363044,0,0.0,0.0,0.0,5.180096735160606,0.78425,8.387096774193548,0.6931471805599453,15,0.659,0.14388,0.14378,1028830.26,147924.95,328722.11,-34321.89,0.90546,0.0,1333961.8792980406,2674637.142464881,462453.9671232441
POL-2020175,Broker-Dealer,West,2024,519689,0,0.0,0.0,0.0,6.472037127702952,0.80225,1.0344827586206897,0.0,2,0.066,0.12565,0.12556,2996232.8,376211.95,836026.56,316337.56,1.60871,0.0,2000000.0,2000000.0,936026.56
POL-2020176,Regional Bank,West,2024,273431,1,1.0,8249.0,4775.0,6.003887067106539,0.6645000000000001,17.36842105263158,0.0,2,0.029,0.21829,0.21814,601492.04,131206.94,291570.97,18139.97,1.06634,0.03017,815176.9314874489,1709603.007371464,377051.1203685732
POL-2020177,Community Bank,Midwest,2022,311273,1,1.0,3711.0,726.0,4.787491742782046,0.6725,33.333333333333336,0.0,25,0.866,0.19322,0.19309,636244.97,122850.4,273000.88,-38272.12,0.87705,0.01192,831894.28264851,1613167.2710951157,353659.2435547558
POL-2020178,Investment Bank,Midwest,2023,5103557,0,0.0,0.0,0.0,7.6292955340433,0.6975000000000001,5.434782608695652,0.6931471805599453,10,0.414,0.16039,0.16028,1320955.82,211724.78,470499.51,-4633057.49,0.09219,0.0,1864790.0373291012,3351484.2109788116,638073.7205489406
