policy_id,sub_sector,primary_regulator,region,policy_year,revenue_mm,employees,assets_mm,limit_mm,retention_mm,premium_usd,has_trading_desk,processes_payments,custodial_aum_bn,core_banking_vendor,n_third_party_vendors,cloud_provider_primary,mfa_coverage_pct,edr_deployed,soc_24_7,control_maturity_nist,prior_incidents_3yr,had_claim,log_revenue,log_employees,control_gap,vendor_risk,retention_ratio,regulator_mismatch,strong_controls
POL-2020127,11,4,5,2023,654.5,2914,8955.1,15,0.468,1392170,0,True,0.0,3,16,2,93.1,1,1,1.4,0,0,6.4853983032037545,7.977625098784593,3.6,1.104000000000001,0.031200000000000002,1,1
POL-2020128,7,3,0,2020,276.9,991,435.2,100,4.491,2313042,1,False,0.0,-1,42,2,85.2,1,1,3.5,0,0,5.627261336748458,6.899723107284872,1.5,6.216000000000001,0.04491,0,1
POL-2020129,9,5,1,2021,7353.6,39465,67962.0,100,3.994,66375065,1,False,0.0,0,42,4,77.6,1,0,2.6,0,1,8.90308124678437,10.583194820729371,2.4,9.408000000000003,0.03994,0,0
POL-2020130,5,6,4,2024,445.9,1798,972.4,5,0.19,642364,0,False,0.0,-1,7,2,73.5,1,1,3.5,1,0,6.1023348559394055,7.4949862339505335,1.5,1.855,0.038,0,1
POL-2020131,2,0,2,2024,66.7,264,996.7,15,0.242,126820,0,True,0.0,6,28,0,73.2,1,1,1.9,0,1,4.215086179918229,5.579729825986222,3.1,7.5040000000000004,0.016133333333333333,0,1
POL-2020132,0,0,2,2023,656.8,1685,703.2,5,0.201,725614,1,False,6.0,-1,33,3,68.2,1,1,2.4,0,0,6.488900933754956,7.430114138561801,2.6,10.493999999999998,0.0402,0,1
POL-2020133,2,3,3,2022,59.6,171,724.2,100,3.749,371622,0,True,0.0,0,6,1,94.2,1,1,1.8,1,0,4.104294893075269,5.147494476813453,3.2,0.34799999999999964,0.03749,0,1
POL-2020134,2,4,5,2020,165.2,529,1992.3,10,0.339,194629,0,True,0.0,5,256,3,72.0,1,0,2.6,1,1,5.113191882421348,6.272877006546167,2.4,71.68,0.0339,0,0
POL-2020135,7,0,2,2024,519.7,3248,1057.3,250,9.211,7872191,1,False,0.0,-1,19,4,77.5,1,1,3.1,0,0,6.255174060168853,8.0861025356691,1.9,4.2749999999999995,0.036844,0,1
POL-2020136,2,4,4,2020,72.0,310,972.0,1,0.025,26190,0,True,0.0,0,52,0,90.9,1,1,4.9,0,0,4.290459441148391,5.739792912179234,0.09999999999999964,4.731999999999998,0.025,0,1
POL-2020137,1,2,1,2020,1784.9,4060,4753.9,10,0.062,2758100,1,False,0.0,-1,12,0,87.7,1,0,1.8,1,0,7.487677768827454,8.309184527686298,3.2,1.476,0.0062,0,0
POL-2020138,1,6,0,2022,630.1,4395,731.7,10,0.267,1017040,1,False,0.0,-1,32,0,81.4,1,1,3.9,0,1,6.447464328590194,8.388450315523512,1.1,5.951999999999998,0.0267,0,1
POL-2020139,2,3,0,2023,98.2,312,833.0,10,0.346,157071,0,True,0.0,4,30,2,76.6,1,0,3.0,0,0,4.597138014290827,5.746203190540153,2.0,7.020000000000003,0.0346,0,0
POL-2020140,1,2,1,2020,589.3,4413,1164.0,5,0.2,610864,1,False,0.0,-1,4,4,83.8,1,0,3.3,1,0,6.380630882246644,8.392536586816682,1.7000000000000002,0.6480000000000001,0.04,0,0
POL-2020141,1,6,0,2024,276.9,896,419.0,1,0.038,149417,0,False,0.0,-1,13,4,79.9,1,0,3.2,0,0,5.627261336748458,6.799055862058796,1.7999999999999998,2.6129999999999995,0.038,0,0
POL-2020142,11,3,1,2024,407.0,1177,4747.1,25,1.082,1107029,0,True,0.0,3,26,3,90.9,1,0,3.3,0,1,6.0112671744041615,7.071573364211532,1.7000000000000002,2.365999999999999,0.043280000000000006,0,0
POL-2020143,0,2,4,2020,1162.3,6674,1307.1,2,0.052,690935,1,False,105.1,-1,14,1,87.5,1,1,2.6,0,1,7.059016072822721,8.80612448326845,2.4,1.75,0.026,0,1
POL-2020144,11,5,1,2020,907.9,2993,8565.3,10,0.391,1405136,0,True,0.0,4,15,3,73.5,1,1,3.1,1,1,6.812235077124725,8.004365564979574,1.9,3.975,0.0391,0,1
POL-2020145,2,7,0,2024,49.8,134,531.0,5,0.173,50465,0,True,0.0,3,32,1,95.1,0,0,4.9,1,0,3.927896354584436,4.90527477843843,0.09999999999999964,1.5680000000000014,0.0346,0,0
POL-2020146,8,2,0,2023,6045.5,24847,15636.8,250,3.027,68411950,0,False,0.0,-1,65,3,89.7,0,1,2.7,1,0,8.70723487122533,10.120532545388468,2.3,6.6949999999999985,0.012108,0,0
POL-2020147,2,3,3,2023,56.8,209,805.2,5,0.163,44479,0,True,0.0,5,13,3,64.6,1,1,2.2,1,0,4.056988775678332,5.3471075307174685,2.8,4.602000000000001,0.032600000000000004,0,1
POL-2020148,1,6,3,2022,914.3,5880,1059.5,15,0.561,2438198,1,False,0.0,-1,262,2,68.8,1,1,4.8,0,0,6.819251880390734,8.679482094459956,0.20000000000000018,81.74400000000001,0.0374,0,1
POL-2020149,5,0,2,2020,261.8,1773,520.6,10,0.257,536162,0,False,0.0,-1,30,4,65.8,1,1,2.7,0,0,5.571393286610456,7.480992162869525,2.3,10.260000000000002,0.0257,0,1
POL-2020150,2,1,1,2020,60.5,461,633.2,1,0.034,21897,0,True,0.0,3,25,2,66.0,1,1,3.5,0,0,4.119037174812473,6.135564891081739,1.5,8.5,0.034,0,1
POL-2020151,2,4,4,2023,48.2,160,462.3,2,0.026,28478,0,True,0.0,1,38,0,68.7,0,1,1.5,0,0,3.8958936234982624,5.081404364984463,3.5,11.893999999999998,0.013,0,0
POL-2020152,2,7,2,2021,83.5,410,1128.8,10,0.442,126040,0,True,0.0,5,38,2,61.5,1,1,2.3,0,0,4.436751534363128,6.018593214496234,2.7,14.63,0.0442,0,1
POL-2020153,2,4,5,2024,84.8,528,1258.2,2,0.059,42851,0,True,0.0,1,30,0,90.8,1,1,3.0,1,0,4.4520190064939165,6.270988431858299,2.0,2.7600000000000025,0.0295,0,1
POL-2020154,8,2,5,2022,4072.7,17619,11915.2,10,0.412,5231194,0,False,0.0,-1,42,4,60.5,1,0,3.5,0,0,8.31230695637286,9.77678989949017,1.5,16.59,0.0412,0,0
POL-2020155,0,5,4,2022,2694.8,5071,4311.2,10,0.319,3856393,1,False,4.7,-1,70,0,82.7,1,0,2.6,0,0,7.8994502853041695,8.531490496117062,2.4,12.109999999999996,0.0319,0,0
POL-2020156,2,2,1,2020,49.9,202,439.3,1,0.042,17931,0,True,0.0,3,72,0,77.5,1,0,5.0,0,0,3.929862923556477,5.313205979041787,0.0,16.2,0.042,0,0
POL-2020157,2,3,1,2020,187.6,651,2083.0,5,0.16,194222,0,True,0.0,6,120,4,94.7,1,0,3.9,0,1,5.239628370199357,6.480044561926653,1.1,6.359999999999992,0.032,0,0
POL-2020158,11,2,2,2023,542.2,829,6617.3,2,0.069,366217,0,True,0.0,4,34,2,89.7,1,0,3.0,0,0,6.297477576244487,6.721425700790643,2.0,3.5019999999999993,0.0345,1,0
POL-2020159,7,6,2,2022,277.1,484,432.7,15,0.207,733120,1,False,0.0,-1,35,2,55.1,1,0,2.7,0,0,5.627980761239919,6.184148890937483,2.3,15.714999999999998,0.0138,0,0
POL-2020160,9,3,4,2023,6868.9,25561,84621.2,250,5.716,87617571,0,False,0.0,3,25,4,77.5,1,0,4.2,1,0,8.834904829069698,10.14886215269166,0.7999999999999998,5.624999999999999,0.022864000000000002,0,0
POL-2020161,2,3,5,2020,50.6,110,726.3,1,0.025,17053,0,True,0.0,4,61,2,91.9,1,1,3.3,0,0,3.9435216724875173,4.709530201312334,1.7000000000000002,4.940999999999997,0.025,0,1
POL-2020162,2,4,0,2023,203.8,1166,2281.3,5,0.051,178676,0,True,0.0,6,16,0,82.0,1,0,3.3,0,0,5.322033893165353,7.062191632286556,1.7000000000000002,2.880000000000001,0.010199999999999999,0,0
POL-2020163,1,6,1,2023,782.4,3734,1711.4,250,8.885,9488861,1,False,0.0,-1,39,4,90.9,1,0,3.5,0,0,6.663643421231731,8.225503097566918,1.5,3.5489999999999986,0.03554,0,0
POL-2020164,1,2,2,2020,356.0,1487,566.1,10,0.055,639334,1,False,0.0,-1,282,1,77.3,1,1,2.3,1,0,5.877735781779639,7.305188215393037,2.7,64.014,0.0055,0,1
POL-2020165,10,3,0,2024,26531.1,148837,263392.0,250,6.087,357632456,0,True,0.0,6,73,0,70.9,1,1,3.6,1,0,10.186110599671963,11.910613745122227,1.4,21.242999999999995,0.024347999999999998,0,1
POL-2020166,10,3,5,2022,32195.5,63988,416580.8,50,1.085,161402239,0,True,0.0,6,15,3,95.4,1,0,3.0,0,0,10.379613029972525,11.066466472569608,2.0,0.689999999999999,0.0217,0,0
POL-2020167,8,2,2,2021,6941.2,48523,12627.8,250,5.082,62856051,0,False,0.0,-1,80,1,82.7,0,1,2.5,0,1,8.845374006147898,10.78981379989081,2.5,13.839999999999995,0.020328,0,0
POL-2020168,3,4,0,2023,91.2,365,98.3,15,0.726,146004,0,True,0.0,3,22,2,85.8,1,1,3.0,0,0,4.523960130562548,5.902633333401366,2.0,3.1240000000000006,0.0484,0,1
POL-2020169,2,3,0,2022,202.1,778,2786.3,15,0.675,369218,0,True,0.0,1,39,1,76.1,1,1,2.1,0,0,5.313698468586339,6.658011045870748,2.9,9.321000000000003,0.045000000000000005,0,1
POL-2020170,11,0,4,2023,689.1,5170,6971.2,10,0.425,1037944,0,True,0.0,5,40,3,85.2,1,0,1.4,0,0,6.536836514626557,8.550821372396221,3.6,5.920000000000001,0.042499999999999996,1,0
POL-2020171,11,7,4,2023,990.6,3699,10710.8,10,0.332,1517274,0,True,0.0,5,13,3,66.2,1,0,2.8,0,0,6.899319800161035,8.216088098632316,2.2,4.393999999999999,0.0332,1,0
POL-2020172,1,6,5,2023,663.6,1442,1622.0,10,0.484,1395522,0,False,0.0,-1,40,3,86.1,1,0,3.4,0,0,6.499185355920494,7.274479558773871,1.6,5.5600000000000005,0.0484,0,0
POL-2020173,9,5,1,2020,4457.9,16964,62610.5,2,0.098,3632653,1,False,0.0,2,12,2,49.0,0,1,2.7,0,0,8.402657377822958,9.73890767721833,2.3,6.12,0.049,0,0
POL-2020174,2,6,3,2020,176.7,2094,1917.7,15,0.659,363044,0,True,0.0,3,26,2,77.7,1,1,3.0,1,0,5.180096735160606,7.647308832356238,2.0,5.797999999999999,0.04393333333333334,0,1
POL-2020175,1,2,5,2024,645.8,3275,670.5,2,0.066,519689,0,False,0.0,-1,3,0,91.3,1,1,2.8,0,0,6.472037127702952,8.09437844497296,2.2,0.26100000000000023,0.033,0,1
POL-2020176,11,7,5,2024,404.0,1257,3257.1,2,0.029,273431,0,True,0.0,3,66,0,67.4,1,0,3.7,0,1,6.003887067106539,7.1372784372603855,1.2999999999999998,21.516,0.0145,1,0
POL-2020177,2,7,0,2022,119.0,655,1656.7,25,0.866,311273,0,True,0.0,6,60,0,74.6,1,1,1.7,0,1,4.787491742782046,6.486160788944089,3.3,15.24,0.03464,0,1
POL-2020178,9,3,0,2023,2056.6,5991,17493.9,10,0.414,5103557,0,False,0.0,3,25,2,75.0,0,1,4.5,1,0,7.6292955340433,8.698180525197055,0.5,6.25,0.0414,0,0
POL-2020179,10,3,4,2024,20037.0,75138,199709.4,25,0.457,58206958,0,True,0.0,2,18,1,87.7,1,1,3.8,1,0,9.905385749819208,11.227095010548584,1.2000000000000002,2.214,0.01828,0,1
POL-2020180,10,3,5,2024,9508.4,65544,109551.9,100,1.053,79108590,0,True,0.0,3,11,2,96.9,1,1,2.2,1,1,9.160036062066435,11.09049220863191,2.8,0.3409999999999991,0.01053,0,1
POL-2020181,4,3,5,2023,11305.9,49712,151809.1,25,0.71,26448807,0,False,57.7,6,32,1,63.6,1,1,2.3,1,0,9.333168437817246,10.814021747297904,2.7,11.648,0.028399999999999998,0,1
POL-2020182,11,4,0,2023,632.5,2520,8190.1,15,0.107,1145514,0,True,0.0,1,16,0,96.0,1,1,2.5,0,0,6.451259999761194,7.83241092718792,2.5,0.6400000000000006,0.0071333333333333335,1,1
POL-2020183,5,7,5,2022,248.3,1073,435.7,1,0.025,153044,0,False,0.0,-1,31,3,77.4,1,1,4.0,0,0,5.518656990529513,6.97914527506881,1.0,7.005999999999999,0.025,0,1
POL-2020184,11,1,1,2024,1128.7,7402,16541.6,10,0.485,1890059,0,True,0.0,1,14,0,80.9,1,1,4.3,0,0,7.0297073897328834,8.909640602443098,0.7000000000000002,2.6739999999999995,0.0485,0,1
POL-2020185,10,1,5,2022,20006.3,101781,189303.2,50,1.224,95549065,0,True,0.0,6,10,3,79.2,1,1,4.5,1,0,9.903852485939833,11.530588550175738,0.5,2.0799999999999996,0.02448,0,1
POL-2020186,8,3,0,2023,2531.8,23494,5964.0,2,0.089,1338195,0,False,0.0,-1,9,3,72.2,1,1,3.9,0,0,7.837080689126748,10.064542911536916,1.1,2.5020000000000002,0.0445,0,1
POL-2020187,1,2,0,2022,1790.0,5280,2818.9,10,0.14,3742595,1,False,0.0,-1,21,4,96.3,1,1,3.3,0,0,7.490529402060711,8.571870752706934,1.7000000000000002,0.7770000000000007,0.014000000000000002,0,1
POL-2020188,1,6,0,2023,283.2,719,517.5,25,0.147,789293,1,False,0.0,-1,4,3,82.0,1,0,3.2,1,0,5.649678215663,6.579251212010101,1.7999999999999998,0.7200000000000002,0.00588,0,0
POL-2020189,7,7,1,2021,155.7,972,318.0,15,0.597,433909,1,False,0.0,-1,27,1,82.0,1,0,4.6,0,0,5.054333149361975,6.880384082186005,0.40000000000000036,4.860000000000001,0.039799999999999995,0,0
POL-2020190,11,7,1,2020,698.2,2850,9977.2,5,0.216,593022,0,True,0.0,2,56,4,96.6,1,0,2.5,0,1,6.549936824341326,7.955425088912672,2.5,1.9040000000000017,0.0432,1,0
POL-2020191,0,0,4,2020,840.7,1742,2425.8,10,0.386,1494630,0,False,2.6,-1,32,3,84.2,1,0,2.6,0,1,6.73542365621753,7.463363045520021,2.4,5.055999999999997,0.0386,0,0
POL-2020192,0,6,3,2024,624.8,4172,1638.4,5,0.155,557378,1,False,17.1,-1,11,1,94.0,1,1,2.1,0,0,6.439030831234781,8.336390480591552,2.9,0.6600000000000006,0.031,0,1
POL-2020193,3,4,1,2022,127.9,496,165.6,2,0.074,54125,0,True,0.0,6,13,2,95.6,1,1,3.4,1,0,4.859036909945142,6.208590026096629,1.6,0.5720000000000005,0.037,0,1
POL-2020194,3,4,5,2022,117.2,366,218.7,10,0.257,155602,0,True,0.0,6,10,4,75.0,1,0,3.5,1,0,4.772378104971998,5.905361848054571,1.5,2.5,0.0257,0,0
POL-2020195,6,7,0,2022,148.5,714,170.2,100,2.466,1406988,0,True,0.0,-1,37,4,77.3,1,0,3.2,0,0,5.0072963928307415,6.5722825426940075,1.7999999999999998,8.399,0.02466,0,0
POL-2020196,2,3,2,2024,228.7,847,2896.8,15,0.242,423006,0,True,0.0,1,39,3,78.7,1,1,3.2,0,0,5.436774109695053,6.742880635791903,1.7999999999999998,8.306999999999999,0.016133333333333333,0,1
POL-2020197,3,4,4,2021,33.4,170,82.1,1,0.025,12267,0,True,0.0,4,29,4,47.3,1,0,3.0,0,0,3.5380565643793527,5.14166355650266,2.0,15.283000000000001,0.025,0,0
POL-2020198,11,4,4,2024,988.4,3677,13172.5,15,0.745,1637026,0,True,0.0,3,11,1,94.6,1,1,4.1,0,1,6.8970986987936085,8.210124405164267,0.9000000000000004,0.5940000000000005,0.049666666666666665,1,1
POL-2020199,2,5,3,2020,23.8,136,222.3,10,0.345,30014,0,True,0.0,6,9,1,86.7,0,1,3.8,0,0,3.2108436531709366,4.919980925828125,1.2000000000000002,1.197,0.034499999999999996,0,0
POL-2020200,5,0,2,2023,694.4,1485,1086.7,100,2.825,6476293,0,False,0.0,-1,61,0,82.8,1,0,4.0,0,0,6.544487219573761,7.303843225277705,1.0,10.492000000000003,0.02825,0,0
POL-2020201,3,4,5,2022,29.6,117,49.2,250,7.9,238263,0,True,0.0,1,24,4,82.2,0,1,4.3,1,1,3.4210000089583352,4.770684624465665,0.7000000000000002,4.2719999999999985,0.0316,0,0
POL-2020202,0,3,1,2022,470.4,923,590.7,2,0.048,231880,1,False,11.9,-1,57,2,80.4,1,1,2.2,0,0,6.155706990502031,6.828712071641684,2.8,11.171999999999997,0.024,0,1
POL-2020203,2,3,5,2022,116.4,294,1275.6,25,0.96,312316,0,True,0.0,5,14,4,80.9,1,1,3.6,3,0,4.765586907393996,5.68697535633982,1.4,2.6739999999999995,0.0384,0,1
POL-2020204,11,5,2,2020,1518.5,3052,17935.7,10,0.347,1998633,0,True,0.0,4,17,4,78.6,1,0,3.3,0,0,7.326136612356848,8.023879992734878,1.7000000000000002,3.6380000000000012,0.034699999999999995,0,0
POL-2020205,3,4,0,2022,27.3,149,32.9,10,0.371,38833,0,True,0.0,3,163,2,85.1,1,1,4.1,1,0,3.342861804649192,5.0106352940962555,0.9000000000000004,24.287000000000003,0.0371,0,1
POL-2020206,11,6,1,2022,943.1,4465,8833.7,15,0.26,2043301,0,True,0.0,0,11,2,67.4,1,1,3.9,0,0,6.850232092738471,8.404248432400102,1.1,3.5859999999999994,0.017333333333333333,1,1
POL-2020207,3,4,5,2023,70.5,368,181.4,15,0.332,103990,0,True,0.0,4,18,4,97.1,1,0,2.9,1,0,4.269697449699962,5.910796644040527,2.1,0.5220000000000005,0.022133333333333335,0,0
POL-2020208,8,4,5,2021,9419.9,38286,24491.8,25,1.095,22348500,0,False,0.0,-1,5,2,94.9,1,1,2.3,1,0,9.150685904407894,10.552865691963367,2.7,0.25499999999999967,0.0438,0,1
POL-2020209,11,3,3,2024,953.1,2207,13669.9,10,0.307,1631932,0,True,0.0,4,35,3,90.1,1,0,2.0,0,0,6.860768487757801,7.699842407396986,3.0,3.465000000000003,0.030699999999999998,0,0
POL-2020210,8,5,4,2023,2167.8,16014,3406.7,5,0.04,2412020,0,False,0.0,-1,141,1,80.2,1,1,2.7,0,0,7.681929298184456,9.681281062043258,2.3,27.917999999999992,0.008,0,1
POL-2020211,11,5,4,2023,1236.5,8828,16391.8,5,0.07,1219294,0,True,0.0,4,26,0,74.5,1,1,3.2,0,0,7.120848494442845,9.085797036901582,1.7999999999999998,6.63,0.014000000000000002,0,1
POL-2020212,11,5,2,2022,550.8,1522,6036.3,10,0.382,906006,0,True,0.0,6,13,0,71.5,1,1,1.9,0,0,6.313185661783185,7.328437352895162,3.1,3.7050000000000005,0.0382,0,1
POL-2020213,11,7,4,2023,716.2,2945,6108.5,5,0.161,621554,0,True,0.0,0,30,3,62.6,1,0,4.4,0,0,6.575354741730978,7.988203597022576,0.5999999999999996,11.22,0.0322,1,0
POL-2020214,11,5,2,2024,1029.1,2600,10486.9,2,0.074,625037,0,True,0.0,5,55,0,62.6,0,1,3.5,0,0,6.937411163889648,7.8636512654486515,1.5,20.57,0.037,0,0
POL-2020215,8,4,0,2023,5928.0,37857,12839.2,50,1.168,19977665,0,False,0.0,-1,25,1,52.7,1,0,2.9,1,1,8.687610843707368,10.541597597166165,2.1,11.825,0.02336,0,0
POL-2020216,8,5,3,2020,1882.6,7117,3516.8,15,0.58,4214287,0,False,0.0,-1,23,1,70.5,1,1,3.1,0,0,7.5409401183694,8.870382066070137,1.9,6.785000000000001,0.03866666666666666,0,1
POL-2020217,0,4,3,2020,1452.0,3935,1491.9,1,0.025,606477,1,False,11.5,-1,27,0,86.0,1,0,3.1,1,1,7.2813856635702825,8.277920258172143,1.9,3.7800000000000002,0.025,0,0
POL-2020218,2,0,3,2024,50.4,159,687.2,10,0.478,77802,0,True,0.0,4,40,1,69.3,0,1,3.3,0,0,3.9396381724611196,5.075173815233827,1.7000000000000002,12.280000000000001,0.047799999999999995,0,0
POL-2020219,9,1,5,2022,15298.6,80430,151180.4,100,3.13,132813564,1,False,0.0,6,28,0,88.3,0,0,5.0,0,0,9.635581963247922,11.295154952992526,0.0,3.276,0.0313,0,0
POL-2020220,1,6,3,2024,450.7,1414,1294.7,5,0.125,576586,1,False,0.0,-1,131,3,96.0,1,0,2.6,0,0,6.113018242660559,7.254884810077338,2.4,5.240000000000005,0.025,0,0
POL-2020221,2,7,5,2021,77.7,255,708.3,10,0.345,98715,0,True,0.0,1,105,1,93.4,1,1,2.6,0,0,4.365643155423357,5.545177444479562,2.4,6.929999999999994,0.034499999999999996,0,1
POL-2020222,2,2,2,2020,94.4,244,991.0,5,0.141,87227,0,True,0.0,4,17,4,90.6,1,0,2.2,0,0,4.558078578454241,5.501258210544727,2.8,1.5980000000000014,0.028199999999999996,0,0
POL-2020223,5,7,4,2021,93.6,341,129.9,15,0.449,257240,0,False,0.0,-1,16,1,74.6,0,1,2.8,0,0,4.549657476057832,5.834810737062605,2.2,4.064,0.029933333333333333,0,0
POL-2020224,3,4,2,2020,183.7,888,268.1,100,1.307,1019044,0,True,0.0,3,15,4,61.1,0,0,2.9,0,0,5.218732887205194,6.790097235513905,2.1,5.835,0.01307,0,0
POL-2020225,8,6,4,2023,4080.7,14965,6083.1,5,0.142,4291648,0,False,0.0,-1,25,4,87.8,1,1,3.3,0,0,8.314268847283424,9.613536240640304,1.7000000000000002,3.05,0.028399999999999998,0,1
POL-2020226,2,4,0,2024,101.2,214,1307.0,1,0.029,37535,0,True,0.0,2,7,2,94.0,1,1,3.7,0,0,4.626931677769604,5.3706380281276624,1.2999999999999998,0.4200000000000004,0.029,0,1
POL-2020227,5,6,5,2021,803.3,2219,1915.2,10,0.202,1518228,0,False,0.0,-1,40,4,92.8,1,1,1.0,0,1,6.689972333910023,7.705262474866325,4.0,2.8800000000000026,0.020200000000000003,0,1
POL-2020228,2,0,0,2024,90.5,1032,884.4,10,0.333,133295,0,True,0.0,5,13,4,86.3,0,0,1.3,1,0,4.516338972281476,6.940222469119639,3.7,1.7810000000000001,0.0333,0,0
POL-2020229,0,3,4,2021,799.6,3655,920.7,5,0.224,801761,1,False,4.7,-1,89,1,82.9,0,1,4.0,1,0,6.685361446558473,8.204124932574041,1.0,15.218999999999994,0.0448,0,0
POL-2020230,1,6,1,2020,491.4,2138,917.4,25,0.547,1734055,0,False,0.0,-1,13,0,85.7,1,1,3.0,0,0,6.199291394310299,7.668093709082406,2.0,1.8590000000000002,0.02188,0,1
POL-2020231,5,7,5,2021,363.4,2420,521.6,2,0.074,247819,0,False,0.0,-1,28,4,85.5,1,0,3.8,0,0,5.898252165385803,7.791935956938058,1.2000000000000002,4.0600000000000005,0.037,0,0
POL-2020232,1,6,4,2024,930.3,6661,2424.4,10,0.402,1863950,1,False,0.0,-1,13,0,65.0,1,0,3.8,0,0,6.836581459527612,8.804175018753625,1.2000000000000002,4.55,0.0402,0,0
POL-2020233,0,7,3,2022,1068.6,5144,2968.8,25,1.147,2996887,0,False,16.6,-1,104,0,79.9,0,1,2.3,0,1,6.975040025787734,8.545780648268149,2.7,20.903999999999996,0.045880000000000004,0,0
POL-2020234,2,6,4,2024,135.6,350,1946.5,25,0.367,316805,0,True,0.0,0,17,2,72.3,0,1,4.2,0,0,4.91705694713669,5.860786223465865,0.7999999999999998,4.7090000000000005,0.01468,0,0
POL-2020235,2,1,1,2021,60.2,185,877.3,25,0.904,132721,0,True,0.0,5,65,0,55.2,1,1,2.3,0,0,4.11414718951828,5.225746673713202,2.7,29.119999999999997,0.03616,0,1
POL-2020236,7,1,4,2020,481.6,2704,1214.5,15,0.625,1344275,1,False,0.0,-1,12,2,55.4,1,0,2.9,0,0,6.179188153190932,7.902857191280582,2.1,5.352,0.041666666666666664,0,0
POL-2020237,11,4,0,2024,849.4,3529,12075.8,2,0.039,564776,0,True,0.0,0,26,0,88.0,1,1,2.8,0,1,6.745706827027738,8.169053149927343,2.2,3.12,0.0195,1,1
POL-2020238,7,2,1,2020,465.6,2520,690.5,5,0.218,718307,1,False,0.0,-1,54,4,87.1,0,1,4.3,0,0,6.1454723595873295,7.83241092718792,0.7000000000000002,6.966,0.0436,0,0
POL-2020239,7,0,1,2024,220.9,1362,558.6,50,0.772,967376,1,False,0.0,-1,11,1,82.1,1,0,4.2,0,0,5.402226829938548,7.217443431696533,0.7999999999999998,1.9690000000000005,0.01544,0,0
POL-2020240,11,5,0,2022,2125.2,9392,28259.0,5,0.156,2516935,0,True,0.0,1,76,3,92.5,0,1,3.8,1,0,7.662091627854505,9.147720009994515,1.2000000000000002,5.699999999999997,0.0312,0,0
POL-2020241,6,0,4,2020,426.1,946,979.6,25,1.245,1982627,0,True,0.0,-1,37,1,75.5,1,0,5.0,1,0,6.057018177847421,6.853299093186078,0.0,9.065,0.049800000000000004,0,0
POL-2020242,9,1,3,2024,4043.7,35462,40141.9,1,0.036,2297330,1,False,0.0,3,33,0,93.0,1,1,2.8,0,0,8.305162661105596,10.476245178418486,2.2,2.3099999999999983,0.036,0,1
POL-2020243,8,1,2,2021,9424.0,32966,20915.6,25,0.147,27501021,0,False,0.0,-1,43,2,81.0,1,0,2.3,0,0,9.151121012316212,10.403262340115035,2.7,8.169999999999998,0.00588,0,0
POL-2020244,11,1,5,2020,3971.0,17493,47979.0,5,0.087,4607553,0,True,0.0,6,13,0,51.6,1,1,2.5,0,0,8.287025025165063,9.7696132439798,2.5,6.292,0.0174,0,1
POL-2020245,11,6,4,2024,578.4,1471,5423.4,5,0.219,664063,0,True,0.0,6,54,0,72.5,1,1,3.3,1,0,6.36199308533525,7.294377299288821,1.7000000000000002,14.850000000000001,0.0438,1,1
POL-2020246,4,5,3,2021,5187.0,19179,44586.0,250,12.223,63244521,0,False,12.4,4,42,2,80.5,1,1,1.6,0,0,8.554103545436334,9.86162334843743,3.4,8.189999999999998,0.048892000000000005,0,1
POL-2020247,2,1,0,2022,67.4,243,995.8,10,0.488,101522,0,True,0.0,4,27,1,77.2,1,1,2.3,0,1,4.225372824628505,5.497168225293202,2.7,6.156,0.048799999999999996,0,1
POL-2020248,1,2,5,2023,447.9,1316,636.5,5,0.177,463768,1,False,0.0,-1,11,4,75.7,1,1,1.5,0,0,6.106800145787886,7.183111701743281,3.5,2.673,0.0354,0,1
POL-2020249,2,2,4,2024,70.8,245,637.8,5,0.156,64757,0,True,0.0,4,42,1,60.1,0,0,1.5,1,0,4.273884476054178,5.5053315359323625,3.5,16.758000000000003,0.0312,0,0
POL-2020250,2,7,0,2023,61.2,152,775.4,2,0.075,33060,0,True,0.0,5,5,4,80.6,1,0,2.9,0,0,4.130354999745133,5.030437921392435,2.1,0.9700000000000003,0.0375,0,0
POL-2020251,2,5,1,2024,128.6,1016,1783.4,25,0.679,306592,0,True,0.0,6,31,1,89.6,1,1,4.6,0,0,4.864452783918174,6.92461239604856,0.40000000000000036,3.224000000000003,0.027160000000000004,0,1
POL-2020252,8,6,3,2023,2682.9,11917,6142.5,2,0.062,1564935,0,False,0.0,-1,12,2,95.8,1,0,3.4,0,0,7.8950262395733395,9.385805141306925,1.6,0.5040000000000004,0.031,0,0
POL-2020253,6,0,5,2020,200.5,557,315.1,10,0.132,513831,0,True,0.0,-1,18,3,71.7,0,0,2.6,0,0,5.305789381386738,6.324358962381311,2.4,5.0939999999999985,0.0132,0,0
POL-2020254,9,1,2,2020,4769.7,22403,45519.8,50,0.644,28556780,1,False,0.0,0,48,1,87.2,1,1,3.7,1,0,8.47024832363969,10.016994793329722,1.2999999999999998,6.144,0.01288,0,1
POL-2020255,1,2,0,2020,1478.2,2565,4200.3,15,0.138,3461965,0,False,0.0,-1,20,4,87.1,1,1,4.6,0,0,7.299256680072915,7.850103545175582,0.40000000000000036,2.58,0.009200000000000002,0,1
