policy_id,insured_id,sub_sector,primary_regulator,region,inception_date,expiration_date,policy_year,revenue_mm,employees,assets_mm,limit_mm,retention_mm,premium_usd,has_trading_desk,processes_payments,custodial_aum_bn,core_banking_vendor,n_third_party_vendors,cloud_provider_primary,mfa_coverage_pct,edr_deployed,soc_24_7,control_maturity_nist,prior_incidents_3yr,n_claims,total_loss,bi_loss,n_findings,n_high_sev,n_med_sev,had_claim,log_revenue
POL-2020102,INS-10102,Regional Bank,FINRA,Southeast,2022-06-24,2023-06-24,2022,782.8,5038,10634.1,5,0.207,865166,False,True,0.0,Other,12,Hybrid,89.7,False,True,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,6.664153885765531
POL-2020103,INS-10103,Asset Manager,NCUA,Midwest,2022-03-09,2023-03-09,2022,333.6,717,382.4,50,1.09,1221714,False,False,4.7,,123,GCP,92.1,True,True,2.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.812935788552724
POL-2020104,INS-10104,Regional Bank,State,West,2021-11-24,2022-11-24,2021,624.9,1433,7658.4,15,0.467,1239468,False,True,0.0,Jack Henry,8,AWS,79.4,True,True,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,6.439190613930656
POL-2020105,INS-10105,Asset Manager,SEC,National,2023-06-22,2024-06-21,2023,1131.7,4197,1712.9,15,0.143,2208518,True,False,16.9,,15,GCP,95.9,True,True,3.6,1,0.0,0.0,0.0,0.0,0.0,0.0,0,7.032359442206668
POL-2020106,INS-10106,Regional Bank,FDIC,National,2024-06-20,2025-06-20,2024,350.8,1282,3251.9,2,0.026,218049,False,True,0.0,Other,145,On-Prem,78.3,False,True,3.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.8630628323034575
POL-2020107,INS-10107,Investment Bank,OCC,West,2021-01-02,2022-01-02,2021,12417.2,59989,176193.2,250,8.018,204483838,True,False,0.0,Fiserv,37,On-Prem,86.1,True,False,2.1,1,2.0,1044080.0,476398.0,2.0,1.0,1.0,1,9.426918417448228
POL-2020108,INS-10108,Insurance Carrier,FRB,Southwest,2024-07-19,2025-07-19,2024,2086.6,7417,4690.1,15,0.526,3526639,False,False,0.0,,89,AWS,96.7,True,False,2.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0,7.643770359769258
POL-2020109,INS-10109,Credit Union,NCUA,Southwest,2022-01-23,2023-01-23,2022,92.8,377,135.8,5,0.162,81289,False,True,0.0,Temenos,29,Azure,84.6,False,True,2.5,0,1.0,19594.0,0.0,3.0,1.0,1.0,1,4.541164856012179
POL-2020110,INS-10110,Insurance Carrier,FINRA,Northeast,2024-11-12,2025-11-12,2024,5681.0,35340,6863.9,100,4.961,30360505,False,False,0.0,,52,On-Prem,95.5,True,True,2.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.645058562414134
POL-2020111,INS-10111,Broker-Dealer,SEC,Southeast,2020-01-26,2021-01-25,2020,448.4,1817,932.7,5,0.205,496184,True,False,0.0,,43,AWS,94.8,True,True,2.1,1,0.0,0.0,0.0,2.0,0.0,1.0,0,6.107913359751229
POL-2020112,INS-10112,Hedge Fund,OCC,Southeast,2021-06-25,2022-06-25,2021,862.6,4080,1832.7,2,0.052,557834,True,False,0.0,,14,Azure,86.2,True,False,2.4,0,1.0,44331.0,26159.0,0.0,0.0,0.0,1,6.761109698640652
POL-2020113,INS-10113,Regional Bank,OCC,West,2020-03-01,2021-03-01,2020,1217.3,6212,13141.0,5,0.234,1122910,False,True,0.0,Jack Henry,35,AWS,59.6,True,True,3.6,1,1.0,266234.0,164905.0,1.0,0.0,0.0,1,7.1052117233603616
POL-2020114,INS-10114,Insurance Carrier,NCUA,Midwest,2024-02-24,2025-02-23,2024,4278.2,21601,6871.9,1,0.037,1390561,False,False,0.0,,17,Hybrid,71.8,True,True,3.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.36152135521704
POL-2020115,INS-10115,Community Bank,SEC,Southwest,2024-01-24,2025-01-23,2024,282.4,718,3241.6,25,0.705,774125,False,True,0.0,In-House,35,AWS,74.6,True,True,3.7,0,0.0,0.0,0.0,1.0,0.0,1.0,0,5.64685932725658
POL-2020116,INS-10116,Investment Bank,OCC,Midwest,2020-08-23,2021-08-23,2020,2685.5,9327,39824.0,50,1.814,14384873,False,False,0.0,Finastra,78,Azure,55.4,True,True,2.9,0,1.0,2008535.0,584576.0,0.0,0.0,0.0,1,7.895994510168876
POL-2020117,INS-10117,Broker-Dealer,FINRA,West,2024-12-11,2025-12-11,2024,155.4,637,176.6,5,0.058,180604,True,False,0.0,,34,On-Prem,97.3,True,False,2.6,0,1.0,253276.0,0.0,0.0,0.0,0.0,1,5.052416828111211
POL-2020118,INS-10118,Fintech-Lending,CFPB,Southeast,2024-12-28,2025-12-28,2024,251.4,732,578.3,2,0.029,214441,False,False,0.0,,27,On-Prem,92.4,True,True,2.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.5310151306670585
POL-2020119,INS-10119,Investment Bank,FRB,National,2020-06-14,2021-06-14,2020,6567.1,20433,98354.7,100,0.78,56456221,False,False,0.0,Temenos,46,AWS,82.7,True,True,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.789979876351318
POL-2020120,INS-10120,Investment Bank,FDIC,Midwest,2022-03-18,2023-03-18,2022,5070.8,30130,55266.2,100,1.376,41490853,True,False,0.0,Other,51,On-Prem,86.0,False,False,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.531451063162937
POL-2020121,INS-10121,Credit Union,NCUA,West,2024-05-12,2025-05-12,2024,118.7,345,169.8,2,0.025,59773,False,True,0.0,Fiserv,32,Azure,97.9,True,True,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.784988612563928
POL-2020122,INS-10122,Regional Bank,FINRA,Southwest,2024-06-04,2025-06-04,2024,309.1,1216,3502.8,25,0.49,890273,False,True,0.0,Other,11,Hybrid,66.0,False,False,3.4,1,0.0,0.0,0.0,0.0,0.0,0.0,0,5.736894826106403
POL-2020123,INS-10123,Broker-Dealer,FINRA,Midwest,2024-01-20,2025-01-19,2024,491.7,4082,529.5,100,1.646,4031944,True,False,0.0,,30,GCP,78.8,False,True,3.5,0,0.0,0.0,0.0,2.0,1.0,1.0,0,6.199900469549918
POL-2020124,INS-10124,Community Bank,FRB,National,2021-10-22,2022-10-22,2021,79.0,233,915.3,5,0.059,77969,False,True,0.0,In-House,27,AWS,86.5,True,True,3.4,0,0.0,0.0,0.0,2.0,1.0,1.0,0,4.382026634673881
POL-2020125,INS-10125,National Bank,FDIC,West,2023-06-06,2024-06-05,2023,8912.5,24169,112561.3,100,2.074,71602392,False,True,0.0,FIS,23,AWS,63.7,True,False,3.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0,9.095322260391915
POL-2020126,INS-10126,Regional Bank,FRB,West,2020-05-15,2021-05-15,2020,1149.7,3397,10853.0,15,0.497,2163634,False,True,0.0,Temenos,41,On-Prem,69.8,True,False,5.0,2,0.0,0.0,0.0,1.0,0.0,0.0,0,7.048125731829413
POL-2020127,INS-10127,Regional Bank,NCUA,West,2023-02-10,2024-02-10,2023,654.5,2914,8955.1,15,0.468,1392170,False,True,0.0,In-House,16,GCP,93.1,True,True,1.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.4853983032037545
POL-2020128,INS-10128,Hedge Fund,FRB,Midwest,2020-04-10,2021-04-10,2020,276.9,991,435.2,100,4.491,2313042,True,False,0.0,,42,GCP,85.2,True,True,3.5,0,0.0,0.0,0.0,1.0,0.0,0.0,0,5.627261336748458
POL-2020129,INS-10129,Investment Bank,OCC,National,2021-07-18,2022-07-18,2021,7353.6,39465,67962.0,100,3.994,66375065,True,False,0.0,FIS,42,On-Prem,77.6,True,False,2.6,0,1.0,237400.0,0.0,1.0,0.0,1.0,1,8.90308124678437
POL-2020130,INS-10130,Fintech-Lending,SEC,Southwest,2024-07-19,2025-07-19,2024,445.9,1798,972.4,5,0.19,642364,False,False,0.0,,7,GCP,73.5,True,True,3.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0,6.1023348559394055
POL-2020131,INS-10131,Community Bank,CFPB,Northeast,2024-08-27,2025-08-27,2024,66.7,264,996.7,15,0.242,126820,False,True,0.0,Temenos,28,AWS,73.2,True,True,1.9,0,1.0,76875.0,4912.0,0.0,0.0,0.0,1,4.215086179918229
POL-2020132,INS-10132,Asset Manager,CFPB,Northeast,2023-05-24,2024-05-23,2023,656.8,1685,703.2,5,0.201,725614,True,False,6.0,,33,Hybrid,68.2,True,True,2.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.488900933754956
POL-2020133,INS-10133,Community Bank,FRB,Southeast,2022-06-24,2023-06-24,2022,59.6,171,724.2,100,3.749,371622,False,True,0.0,FIS,6,Azure,94.2,True,True,1.8,1,0.0,0.0,0.0,0.0,0.0,0.0,0,4.104294893075269
POL-2020134,INS-10134,Community Bank,NCUA,West,2020-03-25,2021-03-25,2020,165.2,529,1992.3,10,0.339,194629,False,True,0.0,Other,256,Hybrid,72.0,True,False,2.6,1,1.0,5874.0,3171.0,0.0,0.0,0.0,1,5.113191882421348
POL-2020135,INS-10135,Hedge Fund,CFPB,Northeast,2024-06-28,2025-06-28,2024,519.7,3248,1057.3,250,9.211,7872191,True,False,0.0,,19,On-Prem,77.5,True,True,3.1,0,0.0,0.0,0.0,1.0,0.0,0.0,0,6.255174060168853
POL-2020136,INS-10136,Community Bank,NCUA,Southwest,2020-06-17,2021-06-17,2020,72.0,310,972.0,1,0.025,26190,False,True,0.0,FIS,52,AWS,90.9,True,True,4.9,0,0.0,0.0,0.0,2.0,0.0,0.0,0,4.290459441148391
POL-2020137,INS-10137,Broker-Dealer,FINRA,National,2020-10-20,2021-10-20,2020,1784.9,4060,4753.9,10,0.062,2758100,True,False,0.0,,12,AWS,87.7,True,False,1.8,1,0.0,0.0,0.0,0.0,0.0,0.0,0,7.487677768827454
POL-2020138,INS-10138,Broker-Dealer,SEC,Midwest,2022-10-16,2023-10-16,2022,630.1,4395,731.7,10,0.267,1017040,True,False,0.0,,32,AWS,81.4,True,True,3.9,0,1.0,407904.0,0.0,3.0,0.0,1.0,1,6.447464328590194
POL-2020139,INS-10139,Community Bank,FRB,Midwest,2023-08-17,2024-08-16,2023,98.2,312,833.0,10,0.346,157071,False,True,0.0,Jack Henry,30,GCP,76.6,True,False,3.0,0,0.0,0.0,0.0,2.0,0.0,1.0,0,4.597138014290827
POL-2020140,INS-10140,Broker-Dealer,FINRA,National,2020-11-21,2021-11-21,2020,589.3,4413,1164.0,5,0.2,610864,True,False,0.0,,4,On-Prem,83.8,True,False,3.3,1,0.0,0.0,0.0,3.0,0.0,1.0,0,6.380630882246644
POL-2020141,INS-10141,Broker-Dealer,SEC,Midwest,2024-03-11,2025-03-11,2024,276.9,896,419.0,1,0.038,149417,False,False,0.0,,13,On-Prem,79.9,True,False,3.2,0,0.0,0.0,0.0,3.0,0.0,0.0,0,5.627261336748458
POL-2020142,INS-10142,Regional Bank,FRB,National,2024-07-21,2025-07-21,2024,407.0,1177,4747.1,25,1.082,1107029,False,True,0.0,In-House,26,Hybrid,90.9,True,False,3.3,0,1.0,98761.0,15629.0,0.0,0.0,0.0,1,6.0112671744041615
POL-2020143,INS-10143,Asset Manager,FINRA,Southwest,2020-06-10,2021-06-10,2020,1162.3,6674,1307.1,2,0.052,690935,True,False,105.1,,14,Azure,87.5,True,True,2.6,0,1.0,2129273.0,1427414.0,0.0,0.0,0.0,1,7.059016072822721
POL-2020144,INS-10144,Regional Bank,OCC,National,2020-09-25,2021-09-25,2020,907.9,2993,8565.3,10,0.391,1405136,False,True,0.0,Jack Henry,15,Hybrid,73.5,True,True,3.1,1,1.0,2750618.0,588869.0,0.0,0.0,0.0,1,6.812235077124725
POL-2020145,INS-10145,Community Bank,State,Midwest,2024-03-24,2025-03-24,2024,49.8,134,531.0,5,0.173,50465,False,True,0.0,In-House,32,Azure,95.1,False,False,4.9,1,0.0,0.0,0.0,0.0,0.0,0.0,0,3.927896354584436
POL-2020146,INS-10146,Insurance Carrier,FINRA,Midwest,2023-04-18,2024-04-17,2023,6045.5,24847,15636.8,250,3.027,68411950,False,False,0.0,,65,Hybrid,89.7,False,True,2.7,1,0.0,0.0,0.0,0.0,0.0,0.0,0,8.70723487122533
POL-2020147,INS-10147,Community Bank,FRB,Southeast,2023-09-17,2024-09-16,2023,56.8,209,805.2,5,0.163,44479,False,True,0.0,Other,13,Hybrid,64.6,True,True,2.2,1,0.0,0.0,0.0,2.0,0.0,1.0,0,4.056988775678332
POL-2020148,INS-10148,Broker-Dealer,SEC,Southeast,2022-09-04,2023-09-04,2022,914.3,5880,1059.5,15,0.561,2438198,True,False,0.0,,262,GCP,68.8,True,True,4.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.819251880390734
POL-2020149,INS-10149,Fintech-Lending,CFPB,Northeast,2020-04-27,2021-04-27,2020,261.8,1773,520.6,10,0.257,536162,False,False,0.0,,30,On-Prem,65.8,True,True,2.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.571393286610456
POL-2020150,INS-10150,Community Bank,FDIC,National,2020-06-08,2021-06-08,2020,60.5,461,633.2,1,0.034,21897,False,True,0.0,In-House,25,GCP,66.0,True,True,3.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.119037174812473
POL-2020151,INS-10151,Community Bank,NCUA,Southwest,2023-12-27,2024-12-26,2023,48.2,160,462.3,2,0.026,28478,False,True,0.0,Finastra,38,AWS,68.7,False,True,1.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.8958936234982624
POL-2020152,INS-10152,Community Bank,State,Northeast,2021-09-24,2022-09-24,2021,83.5,410,1128.8,10,0.442,126040,False,True,0.0,Other,38,GCP,61.5,True,True,2.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.436751534363128
POL-2020153,INS-10153,Community Bank,NCUA,West,2024-08-03,2025-08-03,2024,84.8,528,1258.2,2,0.059,42851,False,True,0.0,Finastra,30,AWS,90.8,True,True,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,4.4520190064939165
POL-2020154,INS-10154,Insurance Carrier,FINRA,West,2022-07-01,2023-07-01,2022,4072.7,17619,11915.2,10,0.412,5231194,False,False,0.0,,42,On-Prem,60.5,True,False,3.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.31230695637286
POL-2020155,INS-10155,Asset Manager,OCC,Southwest,2022-02-17,2023-02-17,2022,2694.8,5071,4311.2,10,0.319,3856393,True,False,4.7,,70,AWS,82.7,True,False,2.6,0,0.0,0.0,0.0,1.0,0.0,0.0,0,7.8994502853041695
POL-2020156,INS-10156,Community Bank,FINRA,National,2020-06-26,2021-06-26,2020,49.9,202,439.3,1,0.042,17931,False,True,0.0,In-House,72,AWS,77.5,True,False,5.0,0,0.0,0.0,0.0,1.0,0.0,1.0,0,3.929862923556477
POL-2020157,INS-10157,Community Bank,FRB,National,2020-06-18,2021-06-18,2020,187.6,651,2083.0,5,0.16,194222,False,True,0.0,Temenos,120,On-Prem,94.7,True,False,3.9,0,1.0,144888.0,34900.0,0.0,0.0,0.0,1,5.239628370199357
POL-2020158,INS-10158,Regional Bank,FINRA,Northeast,2023-01-10,2024-01-10,2023,542.2,829,6617.3,2,0.069,366217,False,True,0.0,Jack Henry,34,GCP,89.7,True,False,3.0,0,0.0,0.0,0.0,4.0,1.0,2.0,0,6.297477576244487
POL-2020159,INS-10159,Hedge Fund,SEC,Northeast,2022-01-25,2023-01-25,2022,277.1,484,432.7,15,0.207,733120,True,False,0.0,,35,GCP,55.1,True,False,2.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.627980761239919
POL-2020160,INS-10160,Investment Bank,FRB,Southwest,2023-12-15,2024-12-14,2023,6868.9,25561,84621.2,250,5.716,87617571,False,False,0.0,In-House,25,On-Prem,77.5,True,False,4.2,1,0.0,0.0,0.0,0.0,0.0,0.0,0,8.834904829069698
POL-2020161,INS-10161,Community Bank,FRB,West,2020-12-14,2021-12-14,2020,50.6,110,726.3,1,0.025,17053,False,True,0.0,Jack Henry,61,GCP,91.9,True,True,3.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.9435216724875173
POL-2020162,INS-10162,Community Bank,NCUA,Midwest,2023-10-23,2024-10-22,2023,203.8,1166,2281.3,5,0.051,178676,False,True,0.0,Temenos,16,AWS,82.0,True,False,3.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.322033893165353
POL-2020163,INS-10163,Broker-Dealer,SEC,National,2023-05-21,2024-05-20,2023,782.4,3734,1711.4,250,8.885,9488861,True,False,0.0,,39,On-Prem,90.9,True,False,3.5,0,0.0,0.0,0.0,1.0,0.0,1.0,0,6.663643421231731
POL-2020164,INS-10164,Broker-Dealer,FINRA,Northeast,2020-03-28,2021-03-28,2020,356.0,1487,566.1,10,0.055,639334,True,False,0.0,,282,Azure,77.3,True,True,2.3,1,0.0,0.0,0.0,0.0,0.0,0.0,0,5.877735781779639
POL-2020165,INS-10165,National Bank,FRB,Midwest,2024-01-20,2025-01-19,2024,26531.1,148837,263392.0,250,6.087,357632456,False,True,0.0,Temenos,73,AWS,70.9,True,True,3.6,1,0.0,0.0,0.0,0.0,0.0,0.0,0,10.186110599671963
POL-2020166,INS-10166,National Bank,FRB,West,2022-04-04,2023-04-04,2022,32195.5,63988,416580.8,50,1.085,161402239,False,True,0.0,Temenos,15,Hybrid,95.4,True,False,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.379613029972525
POL-2020167,INS-10167,Insurance Carrier,FINRA,Northeast,2021-10-10,2022-10-10,2021,6941.2,48523,12627.8,250,5.082,62856051,False,False,0.0,,80,Azure,82.7,False,True,2.5,0,1.0,119244.0,3361.0,0.0,0.0,0.0,1,8.845374006147898
POL-2020168,INS-10168,Credit Union,NCUA,Midwest,2023-02-26,2024-02-26,2023,91.2,365,98.3,15,0.726,146004,False,True,0.0,In-House,22,GCP,85.8,True,True,3.0,0,0.0,0.0,0.0,1.0,0.0,1.0,0,4.523960130562548
POL-2020169,INS-10169,Community Bank,FRB,Midwest,2022-03-23,2023-03-23,2022,202.1,778,2786.3,15,0.675,369218,False,True,0.0,Finastra,39,Azure,76.1,True,True,2.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.313698468586339
POL-2020170,INS-10170,Regional Bank,CFPB,Southwest,2023-01-12,2024-01-12,2023,689.1,5170,6971.2,10,0.425,1037944,False,True,0.0,Other,40,Hybrid,85.2,True,False,1.4,0,0.0,0.0,0.0,1.0,0.0,0.0,0,6.536836514626557
POL-2020171,INS-10171,Regional Bank,State,Southwest,2023-12-24,2024-12-23,2023,990.6,3699,10710.8,10,0.332,1517274,False,True,0.0,Other,13,Hybrid,66.2,True,False,2.8,0,0.0,0.0,0.0,2.0,0.0,2.0,0,6.899319800161035
POL-2020172,INS-10172,Broker-Dealer,SEC,West,2023-08-22,2024-08-21,2023,663.6,1442,1622.0,10,0.484,1395522,False,False,0.0,,40,Hybrid,86.1,True,False,3.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.499185355920494
POL-2020173,INS-10173,Investment Bank,OCC,National,2020-02-17,2021-02-16,2020,4457.9,16964,62610.5,2,0.098,3632653,True,False,0.0,Fiserv,12,GCP,49.0,False,True,2.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.402657377822958
POL-2020174,INS-10174,Community Bank,SEC,Southeast,2020-05-07,2021-05-07,2020,176.7,2094,1917.7,15,0.659,363044,False,True,0.0,In-House,26,GCP,77.7,True,True,3.0,1,0.0,0.0,0.0,2.0,1.0,1.0,0,5.180096735160606
POL-2020175,INS-10175,Broker-Dealer,FINRA,West,2024-10-05,2025-10-05,2024,645.8,3275,670.5,2,0.066,519689,False,False,0.0,,3,AWS,91.3,True,True,2.8,0,0.0,0.0,0.0,1.0,1.0,0.0,0,6.472037127702952
POL-2020176,INS-10176,Regional Bank,State,West,2024-05-21,2025-05-21,2024,404.0,1257,3257.1,2,0.029,273431,False,True,0.0,In-House,66,AWS,67.4,True,False,3.7,0,1.0,8249.0,4775.0,0.0,0.0,0.0,1,6.003887067106539
POL-2020177,INS-10177,Community Bank,State,Midwest,2022-08-08,2023-08-08,2022,119.0,655,1656.7,25,0.866,311273,False,True,0.0,Temenos,60,AWS,74.6,True,True,1.7,0,1.0,3711.0,726.0,0.0,0.0,0.0,1,4.787491742782046
POL-2020178,INS-10178,Investment Bank,FRB,Midwest,2023-04-11,2024-04-10,2023,2056.6,5991,17493.9,10,0.414,5103557,False,False,0.0,In-House,25,GCP,75.0,False,True,4.5,1,0.0,0.0,0.0,1.0,0.0,0.0,0,7.6292955340433
POL-2020179,INS-10179,National Bank,FRB,Southwest,2024-02-11,2025-02-10,2024,20037.0,75138,199709.4,25,0.457,58206958,False,True,0.0,Fiserv,18,Azure,87.7,True,True,3.8,1,0.0,0.0,0.0,1.0,0.0,0.0,0,9.905385749819208
POL-2020180,INS-10180,National Bank,FRB,West,2024-07-08,2025-07-08,2024,9508.4,65544,109551.9,100,1.053,79108590,False,True,0.0,In-House,11,GCP,96.9,True,True,2.2,1,1.0,5409089.0,1617135.0,0.0,0.0,0.0,1,9.160036062066435
POL-2020181,INS-10181,Custodian Bank,FRB,West,2023-08-10,2024-08-09,2023,11305.9,49712,151809.1,25,0.71,26448807,False,False,57.7,Temenos,32,Azure,63.6,True,True,2.3,1,0.0,0.0,0.0,0.0,0.0,0.0,0,9.333168437817246
POL-2020182,INS-10182,Regional Bank,NCUA,Midwest,2023-10-27,2024-10-26,2023,632.5,2520,8190.1,15,0.107,1145514,False,True,0.0,Finastra,16,AWS,96.0,True,True,2.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.451259999761194
POL-2020183,INS-10183,Fintech-Lending,State,West,2022-07-12,2023-07-12,2022,248.3,1073,435.7,1,0.025,153044,False,False,0.0,,31,Hybrid,77.4,True,True,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.518656990529513
POL-2020184,INS-10184,Regional Bank,FDIC,National,2024-08-25,2025-08-25,2024,1128.7,7402,16541.6,10,0.485,1890059,False,True,0.0,Finastra,14,AWS,80.9,True,True,4.3,0,0.0,0.0,0.0,2.0,0.0,2.0,0,7.0297073897328834
POL-2020185,INS-10185,National Bank,FDIC,West,2022-09-12,2023-09-12,2022,20006.3,101781,189303.2,50,1.224,95549065,False,True,0.0,Temenos,10,Hybrid,79.2,True,True,4.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0,9.903852485939833
POL-2020186,INS-10186,Insurance Carrier,FRB,Midwest,2023-09-15,2024-09-14,2023,2531.8,23494,5964.0,2,0.089,1338195,False,False,0.0,,9,Hybrid,72.2,True,True,3.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0,7.837080689126748
POL-2020187,INS-10187,Broker-Dealer,FINRA,Midwest,2022-10-11,2023-10-11,2022,1790.0,5280,2818.9,10,0.14,3742595,True,False,0.0,,21,On-Prem,96.3,True,True,3.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,7.490529402060711
POL-2020188,INS-10188,Broker-Dealer,SEC,Midwest,2023-10-10,2024-10-09,2023,283.2,719,517.5,25,0.147,789293,True,False,0.0,,4,Hybrid,82.0,True,False,3.2,1,0.0,0.0,0.0,1.0,0.0,0.0,0,5.649678215663
POL-2020189,INS-10189,Hedge Fund,State,National,2021-09-21,2022-09-21,2021,155.7,972,318.0,15,0.597,433909,True,False,0.0,,27,Azure,82.0,True,False,4.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.054333149361975
POL-2020190,INS-10190,Regional Bank,State,National,2020-08-11,2021-08-11,2020,698.2,2850,9977.2,5,0.216,593022,False,True,0.0,Fiserv,56,On-Prem,96.6,True,False,2.5,0,1.0,61992.0,4929.0,0.0,0.0,0.0,1,6.549936824341326
POL-2020191,INS-10191,Asset Manager,CFPB,Southwest,2020-12-05,2021-12-05,2020,840.7,1742,2425.8,10,0.386,1494630,False,False,2.6,,32,Hybrid,84.2,True,False,2.6,0,1.0,113588.0,52932.0,0.0,0.0,0.0,1,6.73542365621753
POL-2020192,INS-10192,Asset Manager,SEC,Southeast,2024-06-18,2025-06-18,2024,624.8,4172,1638.4,5,0.155,557378,True,False,17.1,,11,Azure,94.0,True,True,2.1,0,0.0,0.0,0.0,2.0,0.0,2.0,0,6.439030831234781
POL-2020193,INS-10193,Credit Union,NCUA,National,2022-05-23,2023-05-23,2022,127.9,496,165.6,2,0.074,54125,False,True,0.0,Temenos,13,GCP,95.6,True,True,3.4,1,0.0,0.0,0.0,0.0,0.0,0.0,0,4.859036909945142
POL-2020194,INS-10194,Credit Union,NCUA,West,2022-05-04,2023-05-04,2022,117.2,366,218.7,10,0.257,155602,False,True,0.0,Temenos,10,On-Prem,75.0,True,False,3.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0,4.772378104971998
POL-2020195,INS-10195,Fintech-Payments,State,Midwest,2022-01-10,2023-01-10,2022,148.5,714,170.2,100,2.466,1406988,False,True,0.0,,37,On-Prem,77.3,True,False,3.2,0,0.0,0.0,0.0,2.0,0.0,0.0,0,5.0072963928307415
POL-2020196,INS-10196,Community Bank,FRB,Northeast,2024-05-18,2025-05-18,2024,228.7,847,2896.8,15,0.242,423006,False,True,0.0,Finastra,39,Hybrid,78.7,True,True,3.2,0,0.0,0.0,0.0,2.0,0.0,1.0,0,5.436774109695053
POL-2020197,INS-10197,Credit Union,NCUA,Southwest,2021-11-08,2022-11-08,2021,33.4,170,82.1,1,0.025,12267,False,True,0.0,Jack Henry,29,On-Prem,47.3,True,False,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.5380565643793527
POL-2020198,INS-10198,Regional Bank,NCUA,Southwest,2024-03-14,2025-03-14,2024,988.4,3677,13172.5,15,0.745,1637026,False,True,0.0,In-House,11,Azure,94.6,True,True,4.1,0,2.0,23852875.0,14861515.0,2.0,0.0,0.0,1,6.8970986987936085
POL-2020199,INS-10199,Community Bank,OCC,Southeast,2020-02-21,2021-02-20,2020,23.8,136,222.3,10,0.345,30014,False,True,0.0,Temenos,9,Azure,86.7,False,True,3.8,0,0.0,0.0,0.0,1.0,1.0,0.0,0,3.2108436531709366
POL-2020200,INS-10200,Fintech-Lending,CFPB,Northeast,2023-03-24,2024-03-23,2023,694.4,1485,1086.7,100,2.825,6476293,False,False,0.0,,61,AWS,82.8,True,False,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.544487219573761
POL-2020201,INS-10201,Credit Union,NCUA,West,2022-05-15,2023-05-15,2022,29.6,117,49.2,250,7.9,238263,False,True,0.0,Finastra,24,On-Prem,82.2,False,True,4.3,1,1.0,5469.0,255.0,0.0,0.0,0.0,1,3.4210000089583352
POL-2020202,INS-10202,Asset Manager,FRB,National,2022-04-26,2023-04-26,2022,470.4,923,590.7,2,0.048,231880,True,False,11.9,,57,GCP,80.4,True,True,2.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.155706990502031
POL-2020203,INS-10203,Community Bank,FRB,West,2022-10-22,2023-10-22,2022,116.4,294,1275.6,25,0.96,312316,False,True,0.0,Other,14,On-Prem,80.9,True,True,3.6,3,0.0,0.0,0.0,1.0,1.0,0.0,0,4.765586907393996
POL-2020204,INS-10204,Regional Bank,OCC,Northeast,2020-03-05,2021-03-05,2020,1518.5,3052,17935.7,10,0.347,1998633,False,True,0.0,Jack Henry,17,On-Prem,78.6,True,False,3.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,7.326136612356848
