finding_id,insured_id,policy_id,examining_agency,exam_date,severity_label,control_area,finding_text
FND-50129,INS-10654,POL-2020654,CFPB,2023-09-15,High,identity and access management,Examiners conclude that the institution's practices in identity and access management represent an unsafe and unsound condition. The institution has failed to timely application of security patches. A consent order is under consideration.
FND-50130,INS-10654,POL-2020654,CFPB,2023-10-19,Medium,business continuity planning,An MRA has been issued related to business continuity planning. Examiners found that controls over periodic access recertification are not commensurate with the institution's risk profile and complexity.
FND-50131,INS-10654,POL-2020654,CFPB,2022-03-21,High,vulnerability management,"The examination identified material weaknesses in the institution's vulnerability management. Specifically, the institution has not adequately addressed prior examination findings regarding periodic access recertification. An MRIA is being issued and elevated supervisory attention is warranted."
FND-50132,INS-10522,POL-2020522,SEC,2022-03-20,Low,privileged access controls,Review of privileged access controls found policies and procedures to be consistent with regulatory expectations. Routine observations were communicated to management informally.
FND-50133,INS-10522,POL-2020522,SEC,2022-07-27,Low,patch management program,The institution maintains adequate controls over patch management program. Examiners recommend continued enhancement of monitoring procedures but identified no significant concerns.
FND-50134,INS-10461,POL-2020461,SEC,2024-01-26,High,vendor due diligence procedures,Examiners conclude that the institution's practices in vendor due diligence procedures represent an unsafe and unsound condition. The institution has failed to segregation of duties in critical systems. A consent order is under consideration.
FND-50135,INS-10461,POL-2020461,SEC,2023-06-15,High,cloud security governance,"Matters Requiring Immediate Attention (MRIA) issued. Examiners found significant weaknesses in cloud security governance, including failure to multi-factor authentication for administrative access. The Board must establish a remediation timeline within 30 days. Failure to remediate may result in formal enforcement action."
FND-50136,INS-10461,POL-2020461,SEC,2022-07-13,Low,logging and monitoring,The institution maintains adequate controls over logging and monitoring. Examiners recommend continued enhancement of monitoring procedures but identified no significant concerns.
FND-50137,INS-10930,POL-2020930,FDIC,2019-10-23,Low,logging and monitoring,Review of logging and monitoring found policies and procedures to be consistent with regulatory expectations. Routine observations were communicated to management informally.
FND-50138,INS-11034,POL-2021034,NCUA,2023-09-25,Medium,privileged access controls,"Examiners identified deficiencies in the institution's privileged access controls. Specifically, the institution lacks documented procedures for segregation of duties in critical systems. Matters Requiring Attention (MRA) is being issued. Management response is required within 90 days."
FND-50139,INS-11034,POL-2021034,NCUA,2022-12-11,Low,data classification and handling,"Examiners noted that the institution's information security program is generally satisfactory. Minor deficiencies were identified in data classification and handling, which management has committed to address by next examination cycle."
